run,frame,optimized,skipped,init,time_s,correspondences,dice_mean,dice_left_mean,dice_right_mean,dice_left_shaft,dice_left_wrist,dice_left_grippers,dice_right_shaft,dice_right_wrist,dice_right_grippers,left_translation_error_mm,left_rotation_error_deg,right_translation_error_mm,right_rotation_error_deg
run_1789376009_gpu1_env0,0,1,,perturb-gt,0.8081309999979567,734,0.9889013866583506,0.9884272217750549,0.9893755515416464,0.9889196753501892,0.9906769394874573,0.9856850504875183,0.992529034614563,0.9878711700439453,0.9877264499664307,0.6936928033828735,0.4933716654777527,0.6604143977165222,1.0828169584274292
run_1789376009_gpu1_env0,1,1,,previous,0.6512700000021141,726,0.9858427345752716,0.9871867100397745,0.9844987591107687,0.9888579249382019,0.9890732765197754,0.9836289286613464,0.9910283088684082,0.9819857478141785,0.9804822206497192,0.6938430070877075,0.30901041626930237,0.6503009796142578,0.881600022315979
run_1789376009_gpu1_env0,2,1,,previous,0.6436585000192281,729,0.9851942757765452,0.9878483812014262,0.9825401703516642,0.988950252532959,0.9930753707885742,0.9815195202827454,0.9906129240989685,0.9845511317253113,0.9724564552307129,0.7114681005477905,0.24389328062534332,0.6521189212799072,0.8956926465034485
run_1789376009_gpu1_env0,3,1,,previous,0.6536212000064552,729,0.9827179213364919,0.9803495407104492,0.9850863019625345,0.9781420826911926,0.985401451587677,0.977505087852478,0.9923896789550781,0.9870129823684692,0.9758562445640564,0.7801566123962402,0.6167553663253784,0.6724397540092468,1.1260486841201782
run_1789376009_gpu1_env0,4,1,,previous,0.6421262999938335,727,0.9830446441968282,0.9785781304041544,0.987511157989502,0.9714285731315613,0.9862236380577087,0.9780821800231934,0.9907189607620239,0.9895528554916382,0.9822616577148438,0.6591565608978271,0.7758167386054993,0.6788648366928101,0.9181321859359741
run_1789376009_gpu1_env0,5,1,,previous,0.6446106999937911,725,0.9818145831425985,0.9796657562255859,0.983963410059611,0.9738652110099792,0.9862348437309265,0.978897213935852,0.9919734001159668,0.9845253229141235,0.9753915071487427,0.701631486415863,0.46646201610565186,0.651212215423584,0.8820438385009766
run_1789376009_gpu1_env0,6,1,,previous,0.6393363999959547,729,0.9863322873910269,0.9881188074747721,0.9845457673072815,0.9875862002372742,0.9890820980072021,0.9876881241798401,0.9922544956207275,0.9870238304138184,0.9743589758872986,0.748335599899292,0.7192771434783936,0.5982109308242798,0.830394446849823
run_1789376009_gpu1_env0,7,1,,previous,0.6566310000198428,732,0.9810842672983805,0.9749981760978699,0.9871703584988912,0.9641434550285339,0.9821862578392029,0.9786648154258728,0.99500972032547,0.9870455265045166,0.979455828666687,0.7510999441146851,1.032492995262146,0.6008370518684387,0.7702479362487793
run_1789376009_gpu1_env0,8,1,,previous,0.7164251999929547,734,0.9844768047332764,0.9818803866704305,0.9870732227961222,0.9838274717330933,0.9858356714248657,0.9759780168533325,0.9900580048561096,0.986186683177948,0.9849749803543091,0.7878332138061523,0.6268256306648254,0.6549938321113586,0.9446045160293579
run_1789376009_gpu1_env0,9,1,,previous,0.657782700000098,737,0.9836656252543131,0.980726977189382,0.9866042733192444,0.9765012860298157,0.9863123893737793,0.9793672561645508,0.9919756650924683,0.9857142567634583,0.9821228981018066,0.7342698574066162,0.5263757109642029,0.7141757011413574,1.2966389656066895
run_1789376009_gpu1_env0,10,1,,previous,0.652110700000776,734,0.9818235337734222,0.9745956261952718,0.9890514413515726,0.9655172228813171,0.9755706787109375,0.9826989769935608,0.9937612414360046,0.9907795190811157,0.9826135635375977,0.7277035713195801,1.1730316877365112,0.6847895979881287,1.0564734935760498
run_1789376009_gpu1_env0,11,1,,previous,0.672167000011541,739,0.9858137766520182,0.9830742478370667,0.9885533054669698,0.9762202501296997,0.9896000027656555,0.9834024906158447,0.9933554530143738,0.9891394972801208,0.9831649661064148,0.731916069984436,0.8793776631355286,0.6820232272148132,0.9078444242477417
run_1789376009_gpu1_env0,12,1,,previous,0.666497199999867,738,0.9820389250914255,0.9758339126904806,0.9882439374923706,0.9732360243797302,0.9785544276237488,0.9757112860679626,0.9925270080566406,0.9874160885810852,0.984788715839386,0.7521172165870667,0.6293179392814636,0.6818182468414307,1.2750285863876343
run_1789376009_gpu1_env0,13,1,,previous,0.6555142999859527,736,0.9856498638788859,0.9829396406809489,0.9883600870768229,0.9846153855323792,0.9841897487640381,0.9800137877464294,0.9926562309265137,0.9882254004478455,0.9841986298561096,0.7855777144432068,0.7252374887466431,0.664787232875824,1.3235257863998413
run_1789376009_gpu1_env0,14,1,,previous,0.6699189000064507,741,0.9845041334629059,0.9789217909177145,0.9900864760080973,0.9861751198768616,0.9874213933944702,0.9631688594818115,0.9934858083724976,0.9903482794761658,0.9864253401756287,0.7732448577880859,1.3288377523422241,0.6770583391189575,0.9811842441558838
run_1789376009_gpu1_env0,15,1,,previous,0.6628781000035815,736,0.983040581146876,0.9799325068791708,0.9861486554145813,0.9821826219558716,0.9840404987335205,0.9735743999481201,0.9900525212287903,0.9865546226501465,0.9818388223648071,0.7183054685592651,1.228441596031189,0.7159978151321411,1.3994170427322388
run_1789376009_gpu1_env0,16,1,,previous,0.7049025000014808,738,0.981213261683782,0.9768469134966532,0.9855796098709106,0.9810126423835754,0.983391284942627,0.9661368131637573,0.9922523498535156,0.9815126061439514,0.9829738736152649,0.7800590395927429,0.8833738565444946,0.6761124134063721,1.2835944890975952
run_1789376009_gpu1_env0,17,1,,previous,0.6566156999906525,734,0.9859331051508585,0.9839867949485779,0.9878794153531393,0.9856557250022888,0.987022876739502,0.9792817831039429,0.9939041137695312,0.9844733476638794,0.9852607846260071,0.6913976669311523,1.0950366258621216,0.6772863864898682,0.97437983751297
run_1789376009_gpu1_env0,18,1,,previous,0.6539180999970995,735,0.9834192395210266,0.9811243017514547,0.9857141772905985,0.9825918674468994,0.9855403304100037,0.9752407073974609,0.9903421401977539,0.9832496047019958,0.9835507869720459,0.6863861083984375,0.8270888924598694,0.6294025182723999,0.6391903758049011
run_1789376009_gpu1_env0,19,1,,previous,0.650722999998834,729,0.9793813625971476,0.9740855495134989,0.9846771756807963,0.9752973318099976,0.979485273361206,0.9674740433692932,0.9903395175933838,0.982367753982544,0.9813242554664612,0.767646312713623,1.142609715461731,0.6215283274650574,0.7600182890892029
run_1789376009_gpu1_env0,20,1,,previous,0.6643225000007078,729,0.9821480711301168,0.9755058685938517,0.9887902736663818,0.980223536491394,0.9821561574935913,0.9641379117965698,0.9896451830863953,0.9886506795883179,0.9880749583244324,0.7557516694068909,0.524140477180481,0.6641938090324402,1.1277852058410645
run_1789376009_gpu1_env0,21,1,,previous,0.6663339999795426,731,0.9812120695908865,0.9747642477353414,0.9876598914464315,0.9812551140785217,0.9817651510238647,0.9612724781036377,0.9930786490440369,0.985774040222168,0.9841269850730896,0.7362722754478455,0.9771873950958252,0.647151529788971,0.8842595219612122
run_1789376009_gpu1_env0,22,1,,previous,0.6842479000042658,747,0.9828637838363647,0.9794264237085978,0.9863011439641317,0.9783616662025452,0.9841726422309875,0.9757449626922607,0.9921194314956665,0.9849246144294739,0.9818593859672546,0.732886016368866,1.3217504024505615,0.6406102180480957,0.7506924271583557
run_1789376009_gpu1_env0,23,1,,previous,0.6595984000014141,753,0.9846149881680807,0.979610025882721,0.9896199504534403,0.9766423106193542,0.9822569489479065,0.9799308180809021,0.9934948086738586,0.9878508448600769,0.9875141978263855,0.7240806221961975,0.9966186285018921,0.6228875517845154,0.8708809018135071
run_1789376009_gpu1_env0,24,1,,previous,0.6652927999966778,744,0.9786675771077474,0.9724429845809937,0.9848921696345011,0.9645293354988098,0.9796776175498962,0.9731220006942749,0.9901947379112244,0.9798488616943359,0.9846329092979431,0.6628063321113586,0.37115025520324707,0.6551541090011597,0.7496490478515625
run_1789376009_gpu1_env0,25,1,,previous,0.6573534999915864,742,0.9817606111367544,0.9773178895314535,0.9862033327420553,0.9697749018669128,0.9826147556304932,0.9795640110969543,0.9907522201538086,0.9832074046134949,0.9846503734588623,0.6761132478713989,0.27124202251434326,0.6619070172309875,0.9759852886199951
run_1789376009_gpu1_env0,26,1,,previous,0.6461037999833934,746,0.980994979540507,0.9748968482017517,0.9870931108792623,0.97122722864151,0.9776847958564758,0.9757785201072693,0.9912971258163452,0.9836340546607971,0.9863481521606445,0.6756427884101868,0.6324195861816406,0.6264005899429321,0.8559229373931885
run_1789376009_gpu1_env0,27,1,,previous,0.6780182999791577,751,0.9861381749312083,0.9823752840360006,0.989901065826416,0.9825136661529541,0.9854166507720947,0.9791955351829529,0.9926683902740479,0.9878610372543335,0.9891737699508667,0.6701140403747559,0.5567265748977661,0.6254945397377014,0.8991813063621521
run_1789376009_gpu1_env0,28,1,,previous,0.712624700012384,748,0.982468714316686,0.9787919123967489,0.9861455162366232,0.9865202307701111,0.9871483445167542,0.9627071619033813,0.991561770439148,0.9856781959533691,0.9811965823173523,0.7437466979026794,0.5692390203475952,0.6853117346763611,1.3455209732055664
run_1789376009_gpu1_env0,29,1,,previous,0.7260146000189707,765,0.9836187859376272,0.9810274243354797,0.9862101475397745,0.9908424615859985,0.9867225885391235,0.9655172228813171,0.9908865094184875,0.9819403886795044,0.9858035445213318,0.6779629588127136,0.489389568567276,0.6432042121887207,0.8627541065216064
run_1789376009_gpu1_env0,30,1,,previous,0.7015134000102989,756,0.9871466557184855,0.9836105306943258,0.9906827807426453,0.9862557053565979,0.983859658241272,0.9807162284851074,0.9939024448394775,0.989535391330719,0.9886105060577393,0.626400887966156,0.32983800768852234,0.6065205931663513,0.7803435325622559
run_1789376009_gpu1_env0,31,1,,previous,0.7235484999837354,766,0.987001637617747,0.9849839210510254,0.9890193541844686,0.9903809428215027,0.9859648942947388,0.9786059260368347,0.9901838898658752,0.9899497628211975,0.986924409866333,0.6900027394294739,0.7656615376472473,0.6693122982978821,0.7605330944061279
run_1789376009_gpu1_env0,32,1,,previous,0.7143863999808673,766,0.986643652121226,0.986470103263855,0.986817200978597,0.9890652298927307,0.9855175018310547,0.9848275780677795,0.9919822812080383,0.9849372506141663,0.9835320711135864,0.7249453067779541,0.4493695795536041,0.6267693042755127,0.765150249004364
run_1789376009_gpu1_env0,33,1,,previous,0.6973853999807034,757,0.9816750387350718,0.9793128768603007,0.9840372006098429,0.9873170852661133,0.9782840609550476,0.9723374843597412,0.9896509051322937,0.9807047247886658,0.9817559719085693,0.7169436812400818,1.1490991115570068,0.6611888408660889,1.027553677558899
run_1789376009_gpu1_env0,34,1,,previous,0.6861629000050016,760,0.9878221253554026,0.984438975652059,0.9912052750587463,0.9894800186157227,0.9846702218055725,0.9791666865348816,0.9929431080818176,0.9903482794761658,0.9903244376182556,0.6868982911109924,0.4343124032020569,0.6831985712051392,1.1467125415802002
